image_id,proposal_id,predicted_class,score,bbox_x1,bbox_y1,bbox_x2,bbox_y2,visual_validity,evidence_strength,recommended_action,inspection_status,mllm_prior_status,llm_final_status,llm_final_decision,llm_final_confidence,final_decision,final_decision_source,fallback_used,gt_correct,tp_fp_fn_label_for_eval,max_iou_same_class,matched_gt_id,degenerate_bbox,score_baseline_020,deterministic_gate_256,candidate_pool_selected,candidate_reasons,optional_tool_plan_status,optional_tool_plan_selected,optional_tools_used
282,2,pottedplant,0.1473388671875,513.0,597.0,589.0,640.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.000848,0,False,drop,drop,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
282,3,pottedplant,0.1373291015625,401.0,521.0,504.0,640.0,valid,medium,keep,success,success,success,keep,medium,keep,llm_final_decision,False,False,fp,0.169402,0,False,drop,keep,True,uncertain_score_band|border_touching,not_called,,
282,4,car,0.1329345703125,681.0,639.0,682.0,640.0,unavailable,unavailable,drop,not_candidate_heuristic,success,not_called,drop,,drop,deterministic_gate,True,False,tn,0.0,-1,True,drop,drop,False,,not_called,,
282,5,person,0.1175537109375,92.0,8.0,682.0,640.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops,same_class_image_crops
282,6,pottedplant,0.1165771484375,514.0,586.0,618.0,640.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.018133,0,False,drop,drop,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops,same_class_image_crops
282,7,car,0.11474609375,681.0,613.0,682.0,640.0,unavailable,unavailable,drop,not_candidate_heuristic,success,not_called,drop,,drop,deterministic_gate,True,False,tn,0.0,-1,True,drop,drop,False,,not_called,,
282,8,bicycle,0.11199951171875,7.0,509.0,350.0,640.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops,same_class_image_crops
282,9,pottedplant,0.107421875,681.0,568.0,682.0,640.0,unavailable,unavailable,drop,not_candidate_heuristic,success,not_called,drop,,drop,deterministic_gate,True,False,tn,0.0,-1,True,drop,drop,False,,not_called,,
282,10,bicycle,0.10321044921875,92.0,8.0,682.0,640.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
283,0,person,0.30322265625,169.0,273.0,316.0,566.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.280221,1,False,keep,drop,True,top_score_sanity_check,not_called,,
283,1,bird,0.25390625,41.0,333.0,151.0,564.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,keep,drop,True,uncertain_score_band|top_score_sanity_check,not_called,,
283,2,pottedplant,0.2127685546875,377.0,159.0,640.0,736.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,keep,drop,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops,same_class_image_crops
283,3,person,0.195556640625,377.0,159.0,640.0,736.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.318978,2,False,drop,drop,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
283,4,boat,0.17919921875,377.0,159.0,640.0,736.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_class_exemplars,class_exemplars
283,5,bird,0.1666259765625,377.0,159.0,640.0,736.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
283,6,tvmonitor,0.13525390625,377.0,159.0,640.0,736.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
285,0,car,0.173828125,582.0,421.0,851.0,557.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|border_touching|duplicate_cluster|top_score_sanity_check,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
285,1,aeroplane,0.169921875,582.0,421.0,851.0,557.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|border_touching|duplicate_cluster|top_score_sanity_check,success,retrieve_class_exemplars,class_exemplars
285,2,cow,0.1605224609375,358.0,449.0,576.0,623.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.302172,0,False,drop,drop,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops,same_class_image_crops
285,3,chair,0.154296875,0.0,409.0,31.0,493.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|border_touching|small_box|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
285,4,cow,0.1448974609375,582.0,421.0,851.0,557.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.178686,1,False,drop,drop,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
285,5,aeroplane,0.1263427734375,1.0,405.0,576.0,620.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_class_exemplars,class_exemplars
285,6,cow,0.1217041015625,358.0,449.0,574.0,562.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.398108,0,False,drop,drop,True,uncertain_score_band|duplicate_cluster,success,retrieve_same_class_image_crops,same_class_image_crops
285,7,aeroplane,0.11419677734375,0.0,0.0,848.0,629.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|border_touching,not_called,,
285,8,bus,0.110107421875,582.0,421.0,851.0,557.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_class_exemplars,class_exemplars
285,9,train,0.10357666015625,582.0,421.0,851.0,557.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_class_exemplars,class_exemplars
285,10,sofa,0.10284423828125,0.0,409.0,31.0,493.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|border_touching|small_box|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
285,11,car,0.102294921875,1.0,405.0,576.0,620.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
287,0,person,0.8671875,176.0,203.0,433.0,542.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.461588,4,False,keep,drop,True,top_score_sanity_check,not_called,,
287,1,bicycle,0.83642578125,375.0,352.0,640.0,608.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.033304,2,False,keep,drop,True,border_touching|duplicate_cluster|top_score_sanity_check,success,retrieve_same_class_image_crops,same_class_image_crops
287,2,person,0.7705078125,391.0,205.0,640.0,524.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.142254,4,False,keep,drop,True,border_touching|duplicate_cluster,success,retrieve_same_class_image_crops,same_class_image_crops
287,3,bicycle,0.4697265625,170.0,354.0,368.0,608.0,uncertain,weak,keep,not_candidate_heuristic,success,not_called,keep,,keep,deterministic_gate,False,False,fp,0.411387,2,False,keep,keep,False,,not_called,,
287,4,bicycle,0.13916015625,374.0,365.0,592.0,529.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.044084,2,False,drop,drop,True,uncertain_score_band|duplicate_cluster,success,retrieve_same_class_image_crops,same_class_image_crops
290,0,bird,0.73779296875,45.0,0.0,664.0,640.0,valid,strong,keep,success,success,success,keep,high,keep,llm_final_decision,False,True,tp,0.628967,0,False,keep,keep,True,border_touching|top_score_sanity_check,not_called,,
294,0,car,0.88818359375,329.0,361.0,941.0,632.0,valid,strong,keep,success,success,success,keep,high,keep,llm_final_decision,False,True,tp,0.73196,0,False,keep,keep,True,border_touching|top_score_sanity_check,not_called,,
295,0,bird,0.2239990234375,137.0,161.0,307.0,305.0,valid,strong,keep,success,success,success,keep,high,keep,llm_final_decision,False,False,fp,0.31327,0,False,keep,keep,True,uncertain_score_band|top_score_sanity_check,not_called,,
295,1,bird,0.1812744140625,276.0,325.0,418.0,461.0,valid,strong,keep,success,success,success,keep,high,keep,llm_final_decision,False,False,fp,0.188027,3,False,drop,keep,True,uncertain_score_band|duplicate_cluster|top_score_sanity_check,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
295,2,bird,0.178955078125,639.0,268.0,640.0,401.0,unavailable,unavailable,drop,not_candidate_heuristic,success,not_called,drop,,drop,deterministic_gate,True,False,tn,0.0,-1,True,drop,drop,False,,not_called,,
295,3,bird,0.17138671875,352.0,325.0,401.0,364.0,valid,strong,keep,success,success,success,keep,high,keep,llm_final_decision,False,False,fp,0.119148,3,False,drop,keep,True,uncertain_score_band,not_called,,
295,4,bird,0.1439208984375,136.0,243.0,306.0,316.0,valid,strong,keep,success,success,success,keep,high,keep,llm_final_decision,False,False,fp,0.145551,0,False,drop,keep,True,uncertain_score_band,not_called,,
295,5,bird,0.1365966796875,276.0,325.0,406.0,414.0,valid,strong,keep,success,success,success,keep,high,keep,llm_final_decision,False,False,fp,0.255813,3,False,drop,keep,True,uncertain_score_band|duplicate_cluster,success,retrieve_same_class_image_crops,same_class_image_crops
295,6,bird,0.1231689453125,179.0,496.0,321.0,615.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.245543,2,False,drop,drop,True,uncertain_score_band|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
295,7,sheep,0.11199951171875,179.0,496.0,321.0,615.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
295,8,bird,0.1041259765625,432.0,258.0,558.0,376.0,valid,strong,keep,success,success,success,keep,high,keep,llm_final_decision,False,True,tp,0.731795,4,False,drop,keep,True,uncertain_score_band,not_called,,
299,0,person,0.182373046875,209.0,0.0,409.0,112.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.14866,0,False,drop,drop,True,uncertain_score_band|border_touching|top_score_sanity_check,not_called,,
299,1,chair,0.1571044921875,697.0,0.0,731.0,614.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|border_touching|duplicate_cluster|top_score_sanity_check,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
299,2,person,0.1331787109375,730.0,1.0,731.0,86.0,unavailable,unavailable,drop,not_candidate_heuristic,success,not_called,drop,,drop,deterministic_gate,True,False,tn,0.0,-1,True,drop,drop,False,,not_called,,
299,3,boat,0.122314453125,697.0,0.0,731.0,614.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
299,4,bicycle,0.10430908203125,697.0,0.0,731.0,614.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
301,0,car,0.81884765625,316.0,541.0,640.0,633.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.158523,4,False,keep,drop,True,border_touching|duplicate_cluster|top_score_sanity_check,success,retrieve_same_class_image_crops,same_class_image_crops
301,1,bus,0.72412109375,85.0,183.0,600.0,333.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.332794,0,False,keep,drop,True,top_score_sanity_check,not_called,,
301,2,car,0.6123046875,2.0,483.0,433.0,567.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.464484,2,False,keep,drop,True,border_touching,not_called,,
301,3,car,0.36669921875,639.0,202.0,640.0,295.0,unavailable,unavailable,drop,not_candidate_heuristic,success,not_called,keep,,keep,deterministic_gate,True,False,fp,0.0,-1,True,keep,keep,False,,not_called,,
301,4,car,0.1396484375,0.0,495.0,20.0,554.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.058935,2,False,drop,drop,True,uncertain_score_band|border_touching|small_box|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
301,5,bus,0.13232421875,6.0,185.0,640.0,565.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.126131,0,False,drop,drop,True,uncertain_score_band|border_touching,not_called,,
301,6,car,0.1287841796875,3.0,541.0,640.0,635.0,valid,strong,keep,success,success,success,keep,medium,keep,llm_final_decision,False,False,fp,0.304929,4,False,drop,keep,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops,same_class_image_crops
301,7,car,0.11517333984375,0.0,469.0,17.0,554.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.069437,2,False,drop,drop,True,uncertain_score_band|border_touching|small_box|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
301,8,car,0.10650634765625,0.0,499.0,18.0,567.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.050339,2,False,drop,drop,True,uncertain_score_band|border_touching|small_box|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
302,0,train,0.164794921875,3.0,42.0,640.0,576.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|border_touching|duplicate_cluster|top_score_sanity_check,success,retrieve_class_exemplars,class_exemplars
302,1,cow,0.1077880859375,3.0,42.0,640.0,576.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|border_touching|duplicate_cluster|top_score_sanity_check,success,retrieve_class_exemplars,class_exemplars
302,2,tvmonitor,0.10089111328125,3.0,42.0,640.0,576.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops,same_class_image_crops
305,0,bottle,0.8701171875,410.0,347.0,463.0,583.0,valid,medium,keep,not_candidate_heuristic,success,not_called,keep,,keep,deterministic_gate,False,False,fp,0.234067,0,False,keep,keep,False,,not_called,,
305,1,person,0.46875,632.0,24.0,725.0,269.0,valid,strong,keep,success,success,success,keep,high,keep,llm_final_decision,False,True,tp,0.570369,4,False,keep,keep,True,duplicate_cluster|top_score_sanity_check,success,retrieve_same_class_image_crops,same_class_image_crops
305,2,chair,0.438720703125,780.0,406.0,964.0,640.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,keep,drop,True,border_touching|duplicate_cluster,success,retrieve_same_class_image_crops,same_class_image_crops
305,3,chair,0.406494140625,380.0,639.0,614.0,640.0,unavailable,unavailable,drop,not_candidate_heuristic,success,not_called,keep,,keep,deterministic_gate,True,False,fp,0.0,-1,True,keep,keep,False,,not_called,,
305,4,diningtable,0.3896484375,28.0,352.0,642.0,640.0,valid,strong,keep,success,success,success,keep,high,keep,llm_final_decision,False,False,fp,0.353599,7,False,keep,keep,True,border_touching|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
305,5,person,0.38671875,120.0,153.0,278.0,640.0,valid,strong,keep,success,success,success,keep,high,keep,llm_final_decision,False,False,fp,0.434642,2,False,keep,keep,True,border_touching|duplicate_cluster,success,retrieve_same_class_image_crops,same_class_image_crops
305,6,chair,0.27978515625,705.0,405.0,924.0,640.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,keep,drop,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops,same_class_image_crops
305,7,tvmonitor,0.249755859375,357.0,9.0,618.0,105.0,valid,strong,keep,success,success,success,keep,high,keep,llm_final_decision,False,False,fp,0.0,-1,False,keep,keep,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
305,8,diningtable,0.244384765625,383.0,357.0,961.0,640.0,valid,strong,keep,success,success,success,keep,high,keep,llm_final_decision,False,False,fp,0.324134,7,False,keep,keep,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
305,9,diningtable,0.2418212890625,129.0,339.0,831.0,640.0,valid,strong,keep,success,success,success,keep,high,keep,llm_final_decision,False,False,fp,0.409816,7,False,keep,keep,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
305,10,person,0.23583984375,437.0,33.0,470.0,110.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.055004,3,False,keep,drop,True,uncertain_score_band|duplicate_cluster,success,retrieve_same_class_image_crops,same_class_image_crops
305,11,chair,0.223388671875,28.0,423.0,167.0,640.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,keep,drop,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops,same_class_image_crops
305,12,chair,0.2017822265625,584.0,404.0,963.0,640.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,keep,drop,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops,same_class_image_crops
305,13,person,0.198974609375,28.0,423.0,167.0,640.0,valid,strong,keep,success,success,success,keep,medium,keep,llm_final_decision,False,False,fp,0.325476,1,False,drop,keep,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops,same_class_image_crops
305,14,person,0.1983642578125,132.0,153.0,352.0,462.0,valid,strong,keep,success,success,success,keep,high,keep,llm_final_decision,False,True,tp,0.6465,2,False,drop,keep,True,uncertain_score_band|duplicate_cluster,success,retrieve_same_class_image_crops,same_class_image_crops
305,15,person,0.1729736328125,408.0,66.0,547.0,375.0,valid,strong,keep,success,success,success,keep,high,keep,llm_final_decision,False,True,tp,0.627984,3,False,drop,keep,True,uncertain_score_band,not_called,,
305,16,chair,0.1680908203125,885.0,409.0,964.0,640.0,valid,strong,keep,success,success,success,keep,medium,keep,llm_final_decision,False,False,fp,0.0,-1,False,drop,keep,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
305,17,diningtable,0.1629638671875,410.0,341.0,828.0,640.0,valid,strong,keep,success,success,success,keep,high,keep,llm_final_decision,False,False,fp,0.330988,7,False,drop,keep,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
305,18,chair,0.15478515625,821.0,405.0,963.0,604.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops,same_class_image_crops
305,19,bottle,0.1514892578125,424.0,343.0,479.0,374.0,valid,strong,keep,success,success,success,keep,high,keep,llm_final_decision,False,False,fp,0.137077,0,False,drop,keep,True,uncertain_score_band|small_box,not_called,,
305,20,tvmonitor,0.1429443359375,354.0,8.0,635.0,174.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops,same_class_image_crops
305,21,person,0.138916015625,628.0,24.0,811.0,280.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,True,fn,0.500059,4,False,drop,drop,True,uncertain_score_band|duplicate_cluster,success,retrieve_same_class_image_crops,same_class_image_crops
305,22,chair,0.1331787109375,783.0,405.0,923.0,611.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|duplicate_cluster,success,retrieve_same_class_image_crops,same_class_image_crops
305,23,sofa,0.132080078125,780.0,406.0,964.0,640.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
305,24,person,0.1268310546875,705.0,405.0,924.0,640.0,valid,strong,keep,success,success,success,keep,medium,keep,llm_final_decision,False,False,fp,0.2531,6,False,drop,keep,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
305,25,diningtable,0.123779296875,381.0,346.0,773.0,640.0,valid,strong,keep,success,success,success,keep,high,keep,llm_final_decision,False,False,fp,0.260593,7,False,drop,keep,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
305,26,person,0.116943359375,413.0,30.0,808.0,281.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.325062,3,False,drop,drop,True,uncertain_score_band|duplicate_cluster,success,retrieve_same_class_image_crops,same_class_image_crops
305,27,tvmonitor,0.11578369140625,439.0,11.0,611.0,99.0,valid,strong,keep,success,success,success,keep,high,keep,llm_final_decision,False,False,fp,0.0,-1,False,drop,keep,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
305,28,chair,0.1153564453125,272.0,639.0,624.0,640.0,unavailable,unavailable,drop,not_candidate_heuristic,success,not_called,drop,,drop,deterministic_gate,True,False,tn,0.0,-1,True,drop,drop,False,,not_called,,
305,29,chair,0.1087646484375,118.0,375.0,256.0,640.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops,same_class_image_crops
305,30,person,0.1083984375,440.0,31.0,469.0,84.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.027361,3,False,drop,drop,True,uncertain_score_band|small_box|duplicate_cluster,success,retrieve_same_class_image_crops,same_class_image_crops
305,31,chair,0.1083984375,380.0,599.0,612.0,640.0,valid,strong,keep,success,success,success,keep,medium,keep,llm_final_decision,False,False,fp,0.0,-1,False,drop,keep,True,uncertain_score_band|border_touching,not_called,,
305,32,person,0.1063232421875,124.0,152.0,560.0,640.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.152895,2,False,drop,drop,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops,same_class_image_crops
305,33,chair,0.10504150390625,382.0,405.0,963.0,640.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops,same_class_image_crops
305,34,person,0.10052490234375,30.0,155.0,337.0,640.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.231847,2,False,drop,drop,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops,same_class_image_crops
306,0,person,0.11614990234375,76.0,271.0,252.0,561.0,valid,strong,keep,success,success,success,keep,high,keep,llm_final_decision,False,False,fp,0.171158,0,False,drop,keep,True,uncertain_score_band|top_score_sanity_check,not_called,,
306,1,bottle,0.1104736328125,485.0,191.0,640.0,584.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|border_touching|top_score_sanity_check,not_called,,
308,0,tvmonitor,0.394287109375,1.0,0.0,640.0,640.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,keep,drop,True,border_touching|top_score_sanity_check,not_called,,
308,1,tvmonitor,0.177001953125,639.0,0.0,640.0,640.0,unavailable,unavailable,drop,not_candidate_heuristic,success,not_called,drop,,drop,deterministic_gate,True,False,tn,0.0,-1,True,drop,drop,False,,not_called,,
308,2,tvmonitor,0.1710205078125,2.0,639.0,640.0,640.0,unavailable,unavailable,drop,not_candidate_heuristic,success,not_called,drop,,drop,deterministic_gate,True,False,tn,0.0,-1,True,drop,drop,False,,not_called,,
309,0,bicycle,0.402587890625,11.0,451.0,640.0,850.0,valid,strong,keep,success,success,success,keep,high,keep,llm_final_decision,False,False,fp,0.495773,2,False,keep,keep,True,border_touching|duplicate_cluster|top_score_sanity_check,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
309,1,bicycle,0.162353515625,3.0,0.0,640.0,850.0,valid,strong,keep,success,success,success,keep,high,keep,llm_final_decision,False,False,fp,0.291635,2,False,drop,keep,True,uncertain_score_band|border_touching|duplicate_cluster|top_score_sanity_check,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
309,2,pottedplant,0.107421875,3.0,0.0,640.0,850.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,drop,drop,True,uncertain_score_band|border_touching|duplicate_cluster,success,retrieve_same_class_image_crops|retrieve_class_exemplars,same_class_image_crops|class_exemplars
310,0,bird,0.732421875,403.0,188.0,568.0,267.0,invalid,strong,drop,success,success,success,drop,high,drop,llm_final_decision,False,False,tn,0.0,-1,False,keep,drop,True,top_score_sanity_check,not_called,,
